id_producto,name,price,color,tipo,id_categoria,id_fabricante,id_color,id_memoria
1229,Thermaltake Blue-Eye,15.85,TRANSPARENT,CASE-FAN,2,14,37.0,1
1230,StarTech FAN9X25TX3H,8.41,BLACK,CASE-FAN,2,67,2.0,1
1231,StarTech FAN8X25TX3L,6.87,BLACK,CASE-FAN,2,67,2.0,1
1232,Cougar Vortex,16.98,BLACK,CASE-FAN,2,21,2.0,1
1233,Evercool Spider Filter,15.99,RED,CASE-FAN,2,63,47.0,1
1234,Corsair AF140 Quiet,140.0,BLACK,CASE-FAN,2,2,2.0,1
1235,Silverstone FM,16.3,WHITE,CASE-FAN,2,28,3.0,1
1236,ARCTIC BioniX F120,16.16,BLACK / GREEN,CASE-FAN,2,5,43.0,1
1237,Fractal Design Prisma SL,120.0,BLACK / WHITE,CASE-FAN,2,11,1.0,1
1238,EK EK-Vardar EVO 140ER,140.0,BLACK / WHITE,CASE-FAN,2,18,1.0,1
1239,SilenX Effizio,19.21,YELLOW,CASE-FAN,2,64,44.0,1
1240,Thermaltake Riing,15.99,BLACK / YELLOW,CASE-FAN,2,14,35.0,1
1241,Aerocool Turbine 1000,10.98,SILVER,CASE-FAN,2,53,46.0,1
1242,RAIJINTEK Iris,8.99,,CASE-FAN,2,69,,1
1243,Fractal Design Venturi,140.0,WHITE / BLACK,CASE-FAN,2,11,8.0,1
1244,MagniumGear Skiron,120.0,BLACK,CASE-FAN,2,41,2.0,1
1245,Iceberg Thermal IceGALE,13.99,BLACK / WHITE,CASE-FAN,2,49,1.0,1
1246,Iceberg Thermal IceGALE,14.99,TEAL / WHITE,CASE-FAN,2,49,51.0,1
1247,BitFenix Spectre,120.0,BLACK,CASE-FAN,2,35,2.0,1
1248,Xigmatek eXTREME SILENT,120.0,BLACK,CASE-FAN,2,22,2.0,1
1249,Masscool BLD-09025S1M,92.0,CLEAR,CASE-FAN,2,77,23.0,1
1250,Cougar Dual-X,140.0,GREEN,CASE-FAN,2,21,33.0,1
1251,Cougar Vortex,140.0,BLACK,CASE-FAN,2,21,2.0,1
1252,Thermaltake Blue-Eye,120.0,CLEAR,CASE-FAN,2,14,23.0,1
1253,Scythe Gentle Typhoon,120.0,GRAY,CASE-FAN,2,29,9.0,1
1254,NoiseBlocker ELoop B,27.15,WHITE,CASE-FAN,2,51,3.0,1
1255,NoiseBlocker Multiframe,120.0,TRANSLUCENT GRAY,CASE-FAN,2,51,38.0,1
1256,BitFenix Spectre,230.0,WHITE,CASE-FAN,2,35,3.0,1
1257,Logisys LT80UVBL,80.0,UV BLUE,CASE-FAN,2,74,52.0,1
1258,NZXT FZ,120.0,CLEAR,CASE-FAN,2,1,23.0,1
1259,Zalman F2,92.0,TRANSPARENT,CASE-FAN,2,57,37.0,1
1260,Fractal Design Silent R2,40.0,BLACK / WHITE,CASE-FAN,2,11,1.0,1
1261,Antec True Quiet,120.0,BLUE,CASE-FAN,2,16,25.0,1
1262,BitFenix Spectre Pro,120.0,BLACK,CASE-FAN,2,35,2.0,1
1263,Corsair SP120 Quiet 2-Pack,120.0,BLACK,CASE-FAN,2,2,2.0,1
1264,Kingwin CFY-012LB,8.99,TRANSPARENT,CASE-FAN,2,34,37.0,1
1265,Cooler Master JetFlo,120.0,BLACK,CASE-FAN,2,9,2.0,1
1266,Antec True Quiet,140.0,BLACK / YELLOW,CASE-FAN,2,16,35.0,1
1267,Enermax T.B. Vegas Quad,120.0,BLACK,CASE-FAN,2,33,2.0,1
1268,NZXT FX,120.0,WHITE,CASE-FAN,2,1,3.0,1
1269,Akasa Apache Black,36.94,BLACK,CASE-FAN,2,70,2.0,1
1270,Thermaltake Pure,120.0,BLACK,CASE-FAN,2,14,2.0,1
1271,Raidmax RX-120SR-GY,120.0,BLACK / GRAY,CASE-FAN,2,71,12.0,1
1272,Rosewill RABF-131409,17.25,BLACK,CASE-FAN,2,20,2.0,1
1273,Rosewill RFTL-131209R,120.0,CLEAR,CASE-FAN,2,20,23.0,1
1274,Rosewill RFTL-131409R,140.0,CLEAR,CASE-FAN,2,20,23.0,1
1275,LEPA LP-BOL12P-BL,120.0,BLACK,CASE-FAN,2,73,2.0,1
1276,Thermaltake Luna,120.0,BLACK / RED,CASE-FAN,2,14,18.0,1
1277,Zalman F3,120.0,BLACK / CLEAR,CASE-FAN,2,57,22.0,1
1278,Fractal Design Silent R2,140.0,BLACK,CASE-FAN,2,11,2.0,1
1279,Thermaltake Pure,140.0,BLACK,CASE-FAN,2,14,2.0,1
1280,Silverstone FQ,33.99,WHITE / BLUE,CASE-FAN,2,28,49.0,1
1281,Silverstone FW,12.97,BLUE / WHITE,CASE-FAN,2,28,53.0,1
1282,Deepcool GF,140.0,BLACK,CASE-FAN,2,8,2.0,1
1283,Fractal Design Dynamic GP-12,120.0,BLACK / WHITE,CASE-FAN,2,11,1.0,1
1284,Phanteks F140HP II,140.0,WHITE / BLACK,CASE-FAN,2,10,8.0,1
1285,Kingwin CFMC-012LB,120.0,CLEAR,CASE-FAN,2,34,23.0,1
1286,Thermaltake Luna Slim,140.0,BLACK / RED,CASE-FAN,2,14,18.0,1
1287,Scythe Slipstream,24.99,BLACK,CASE-FAN,2,29,2.0,1
1288,NZXT FX V2,140.0,BLACK / WHITE,CASE-FAN,2,1,1.0,1
1289,Thermaltake Riing,140.0,BLACK,CASE-FAN,2,14,2.0,1
1290,Xilence Performance C,92.0,BLACK / RED,CASE-FAN,2,60,18.0,1
1291,Cooler Master MasterFan Pro Air Pressure,120.0,BLACK,CASE-FAN,2,9,2.0,1
1292,Cooler Master MasterFan Pro Air Pressure,140.0,BLACK,CASE-FAN,2,9,2.0,1
1293,Nanoxia Deep Silence,120.0,BLACK / GREEN,CASE-FAN,2,72,43.0,1
1294,Rosewill RWCR-1612,120.0,BLACK / RED,CASE-FAN,2,20,18.0,1
1295,BitFenix Spectre Pro,230.0,BLACK / WHITE,CASE-FAN,2,35,1.0,1
1296,Apevia C,9.99,BLACK / GREEN,CASE-FAN,2,46,43.0,1
1297,Deepcool MF 3-Pack,120.0,BLACK,CASE-FAN,2,8,2.0,1
1298,Apevia C 3-Pack,120.0,BLACK / MULTICOLOR,CASE-FAN,2,46,11.0,1
1299,Apevia AF512L-RD 5-Pack,120.0,RED,CASE-FAN,2,46,47.0,1
1300,Azza Hurricane 3-Pack,120.0,BLACK,CASE-FAN,2,52,2.0,1
1301,Antec TRICOOL,80.0,TRANSPARENT,CASE-FAN,2,16,37.0,1
1302,Rosewill RGBF-17002 2-Pack,120.0,CLEAR,CASE-FAN,2,20,23.0,1
1303,Antec Prizm,140.0,,CASE-FAN,2,16,,1
1304,In Win CROWN AC120 2-Pack,120.0,BLACK / CLEAR,CASE-FAN,2,25,22.0,1
1305,In Win CROWN AC140 2-Pack,140.0,BLACK / CLEAR,CASE-FAN,2,25,22.0,1
1306,Anidees AI AUREOLA 3-Pack,120.0,BLACK,CASE-FAN,2,61,2.0,1
1307,RAIJINTEK Iris,8.99,,CASE-FAN,2,69,,1
1308,RAIJINTEK Iris,8.99,,CASE-FAN,2,69,,1
1309,Fractal Design Prisma AL,120.0,WHITE / BLACK,CASE-FAN,2,11,8.0,1
1310,CRYORIG QF120 Silent,120.0,BLACK / WHITE,CASE-FAN,2,65,1.0,1
1311,GameMax Eclipse RGB,120.0,BLACK / WHITE,CASE-FAN,2,43,1.0,1
1312,GameMax Velocity ARGB,120.0,BLACK / WHITE,CASE-FAN,2,43,1.0,1
1313,Apevia FrostBlade 4-Pack,120.0,BLACK,CASE-FAN,2,46,2.0,1
1314,Rosewill RFA-RL1201,120.0,BLACK,CASE-FAN,2,20,2.0,1
1315,In Win Jupiter AJ120,120.0,BLACK,CASE-FAN,2,25,2.0,1
1316,ID-COOLING NO-12015-XT,120.0,BLACK,CASE-FAN,2,15,2.0,1
1317,Iceberg Thermal IceGALE,11.99,GRAY / WHITE,CASE-FAN,2,49,45.0,1
1318,Vetroo ARGB120,120.0,PINK,CASE-FAN,2,37,20.0,1
1319,ID-COOLING DF-12025-RGB-TRIO 3-Pack,120.0,BLACK,CASE-FAN,2,15,2.0,1
1320,ID-COOLING XF-12025-RGB-TRIO 3-Pack,120.0,BLACK / WHITE,CASE-FAN,2,15,1.0,1
1321,ID-COOLING NO-14025K,140.0,BLACK / RED,CASE-FAN,2,15,18.0,1
1322,Jonsbo ZG-R 3-Pack,120.0,BLACK,CASE-FAN,2,56,2.0,1
1323,Gelid Solutions Zodiac,10.0,BLACK,CASE-FAN,2,26,2.0,1
1324,Thermalright TL-9015,92.0,BLACK,CASE-FAN,2,6,2.0,1
1325,CRYORIG QF120 Balance,54.99,BLACK / WHITE,CASE-FAN,2,65,1.0,1
1326,Phanteks F140HP II,19.98,WHITE,CASE-FAN,2,10,3.0,1
1327,Silverstone FHP,25.99,BLACK,CASE-FAN,2,28,2.0,1
1328,Aerocool Shark,9.99,GREEN,CASE-FAN,2,53,33.0,1
1329,Thermaltake Riing Plus,44.99,BLACK,CASE-FAN,2,14,2.0,1
1330,Evercool EC8038HH12BP,13.49,BLACK,CASE-FAN,2,63,2.0,1
1331,Evercool Evergreen,10.0,GREEN,CASE-FAN,2,63,33.0,1
1332,NoiseBlocker BlackSilentPro P-P,14.99,BLACK,CASE-FAN,2,51,2.0,1
1333,Reeven Coldwing,7.99,YELLOW / BLACK,CASE-FAN,2,78,34.0,1
1334,NoiseBlocker ELoop B,33.47,BLACK / WHITE,CASE-FAN,2,51,1.0,1
1335,Antec 75002,15.0,CLEAR,CASE-FAN,2,16,23.0,1
1336,Apevia CF12S-BK,7.99,BLACK,CASE-FAN,2,46,2.0,1
1337,BitFenix Spectre Pro,120.0,BLACK,CASE-FAN,2,35,2.0,1
1338,Thermaltake Pure,19.98,CLEAR,CASE-FAN,2,14,23.0,1
1339,Gelid Solutions Silent Pro 14 PWM,140.0,BLACK / WHITE,CASE-FAN,2,26,1.0,1
1340,Gelid Solutions Wing,22.98,BLUE,CASE-FAN,2,26,25.0,1
1341,SilenX Effizio,20.61,WHITE,CASE-FAN,2,64,3.0,1
1342,SilenX Effizio,120.0,WHITE,CASE-FAN,2,64,3.0,1
1343,NoiseBlocker BlackSilentPro P-P,14.99,BLACK,CASE-FAN,2,51,2.0,1
1344,Zalman F1,9.86,CLEAR,CASE-FAN,2,57,23.0,1
1345,CRYORIG QF Performance,120.0,BLACK / WHITE,CASE-FAN,2,65,1.0,1
1346,Silverstone FW,37.99,BLACK,CASE-FAN,2,28,2.0,1
1347,RAIJINTEK Iris,8.99,,CASE-FAN,2,69,,1
1348,Cougar VORTEX FCB,17.98,BLACK,CASE-FAN,2,21,2.0,1
1349,Scythe Kaze Flex Slim,120.0,GRAY / BLACK,CASE-FAN,2,29,26.0,1
1350,be quiet! Pure Wings 3,11.9,BLACK,CASE-FAN,2,7,2.0,1
1351,BitFenix Spectre Pro,200.0,BLACK,CASE-FAN,2,35,2.0,1
1352,BitFenix Spectre,200.0,BLACK,CASE-FAN,2,35,2.0,1
1353,BitFenix Spectre,230.0,BLACK,CASE-FAN,2,35,2.0,1
1354,BitFenix Spectre Pro,120.0,CLEAR,CASE-FAN,2,35,23.0,1
1355,Cooler Master R4-BC8R-18FB-R1,80.0,CLEAR,CASE-FAN,2,9,23.0,1
1356,NZXT Air Flow,120.0,WHITE,CASE-FAN,2,1,3.0,1
1357,NZXT Air Flow,120.0,CLEAR,CASE-FAN,2,1,23.0,1
1358,NZXT Air Flow,140.0,CLEAR,CASE-FAN,2,1,23.0,1
1359,Antec Two Cool,120.0,BLACK,CASE-FAN,2,16,2.0,1
1360,Apevia CF4SL-UGN,80.0,GREEN,CASE-FAN,2,46,33.0,1
1361,Apevia CF4SL-4C,80.0,CLEAR,CASE-FAN,2,46,23.0,1
1362,Masscool FDV12025L1L34,120.0,RED,CASE-FAN,2,77,47.0,1
1363,Apevia CF8S-UGN,21.0,UV GREEN,CASE-FAN,2,46,54.0,1
1364,ARCTIC F12 Pro,120.0,WHITE / BLACK,CASE-FAN,2,5,8.0,1
1365,Enermax T.B. Silence,43.0,BLACK,CASE-FAN,2,33,2.0,1
1366,Enermax T.B. Silence,120.0,CLEAR,CASE-FAN,2,33,23.0,1
1367,Gelid Solutions Slim,120.0,BLACK,CASE-FAN,2,26,2.0,1
1368,Zalman SF3,120.0,WHITE,CASE-FAN,2,57,3.0,1
1369,Xigmatek XAF,140.0,BLUE,CASE-FAN,2,22,25.0,1
1370,Xigmatek XAF,140.0,BLACK,CASE-FAN,2,22,2.0,1
1371,SilenX Effizio,19.61,YELLOW,CASE-FAN,2,64,44.0,1
1372,SilenX Effizio,21.99,YELLOW,CASE-FAN,2,64,44.0,1
1373,SilenX Effizio,15.68,CLEAR,CASE-FAN,2,64,23.0,1
1374,Silverstone FHP,25.99,BLACK,CASE-FAN,2,28,2.0,1
1375,Apevia CF12SL-URED,120.0,RED,CASE-FAN,2,46,47.0,1
1376,Cougar CFD,120.0,BLUE,CASE-FAN,2,21,25.0,1
1377,NZXT FS,193.0,BLACK / WHITE,CASE-FAN,2,1,1.0,1
1378,Masscool FD08025B1M3/4,17.98,BLACK,CASE-FAN,2,77,2.0,1
1379,Logisys LT400PL,80.0,CLEAR,CASE-FAN,2,74,23.0,1
1380,Evercool EC4020SH12BP,6.98,BLACK,CASE-FAN,2,63,2.0,1
1381,Aerocool Shark,120.0,BLACK,CASE-FAN,2,53,2.0,1
1382,Aerocool Shark,17.99,BLUE,CASE-FAN,2,53,25.0,1
1383,Delta Electronics FFB0912SH-F00,92.0,BLACK,CASE-FAN,2,30,2.0,1
1384,Noctua R8-1800,80.0,BROWN,CASE-FAN,2,4,7.0,1
1385,NoiseBlocker BlackSilentPro P-1,140.0,BLACK,CASE-FAN,2,51,2.0,1
1386,NoiseBlocker Black Silent Pro PK-HP,140.0,BLACK,CASE-FAN,2,51,2.0,1
1387,NoiseBlocker BlackSilentFan X-1,14.99,TRANSLUCENT BLUE,CASE-FAN,2,51,55.0,1
1388,NoiseBlocker BlackSilentPro P-1,40.0,BLACK,CASE-FAN,2,51,2.0,1
1389,NoiseBlocker ELoop B,120.0,WHITE,CASE-FAN,2,51,3.0,1
1390,NoiseBlocker ELoop B,120.0,WHITE,CASE-FAN,2,51,3.0,1
1391,NoiseBlocker Multiframe,120.0,TRANSLUCENT GRAY,CASE-FAN,2,51,38.0,1
1392,Gelid Solutions Silent,120.0,WHITE,CASE-FAN,2,26,3.0,1
1393,Rosewill RFA-80-WL,80.0,CLEAR,CASE-FAN,2,20,23.0,1
1394,Silverstone FN,80.0,BLACK,CASE-FAN,2,28,2.0,1
1395,Silverstone FN,180.0,CLEAR,CASE-FAN,2,28,23.0,1
1396,Silverstone FM,180.0,WHITE,CASE-FAN,2,28,3.0,1
1397,Xigmatek Crystal,80.0,CLEAR,CASE-FAN,2,22,23.0,1
1398,Xigmatek XLF,200.0,BLACK,CASE-FAN,2,22,2.0,1
1399,LEPA Vortex,120.0,TRANSPARENT,CASE-FAN,2,73,37.0,1
1400,NZXT FZ,200.0,TRANSPARENT,CASE-FAN,2,1,37.0,1
1401,NZXT FZ,200.0,TRANSPARENT,CASE-FAN,2,1,37.0,1
1402,BitFenix Spectre,140.0,BLACK,CASE-FAN,2,35,2.0,1
1403,Fractal Design Silent R2,92.0,BLACK / WHITE,CASE-FAN,2,11,1.0,1
1404,Antec Two Cool,140.0,BLACK,CASE-FAN,2,16,2.0,1
1405,BitFenix Spectre Pro,140.0,BLACK,CASE-FAN,2,35,2.0,1
1406,BitFenix Spectre Pro,140.0,BLACK,CASE-FAN,2,35,2.0,1
1407,BitFenix Spectre Pro,120.0,WHITE,CASE-FAN,2,35,3.0,1
1408,Prolimatech Vortex,140.0,BLACK / SILVER,CASE-FAN,2,62,5.0,1
1409,Delta Electronics FFB1212EHE-F00,120.0,BLACK,CASE-FAN,2,30,2.0,1
1410,be quiet! Shadow Wings,92.0,WHITE,CASE-FAN,2,7,3.0,1
1411,Phanteks F140HP,140.0,WHITE / RED,CASE-FAN,2,10,56.0,1
1412,Thermalright TY,140.0,ORANGE,CASE-FAN,2,6,17.0,1
1413,Thermalright TY,140.0,BLACK / WHITE,CASE-FAN,2,6,1.0,1
1414,Corsair AF120 Quiet,120.0,BLACK,CASE-FAN,2,2,2.0,1
1415,BitFenix Spectre Pro,230.0,BLACK / RED,CASE-FAN,2,35,18.0,1
1416,Enermax T.B. Vegas Single,120.0,RED,CASE-FAN,2,33,47.0,1
1417,Apevia 12S-BK,120.0,BLACK,CASE-FAN,2,46,2.0,1
1418,Nanoxia Deep Silence,92.0,BLACK / GREEN,CASE-FAN,2,72,43.0,1
1419,LEPA LP-BOL12P-R,120.0,BLACK,CASE-FAN,2,73,2.0,1
1420,Corsair SP120,120.0,BLACK / PURPLE,CASE-FAN,2,2,39.0,1
1421,Corsair SP140,140.0,BLACK / WHITE,CASE-FAN,2,2,1.0,1
1422,Corsair SP140,140.0,BLACK / BLUE,CASE-FAN,2,2,29.0,1
1423,Corsair SP140,140.0,BLACK / PURPLE,CASE-FAN,2,2,39.0,1
1424,Corsair SP140 2-Pack,140.0,BLACK / WHITE,CASE-FAN,2,2,1.0,1
1425,Corsair SP140 2-Pack,140.0,BLACK / PURPLE,CASE-FAN,2,2,39.0,1
1426,Deepcool UF,120.0,WHITE / BLUE,CASE-FAN,2,8,49.0,1
1427,Thermaltake Luna,23.99,BLACK / RED,CASE-FAN,2,14,18.0,1
1428,Fractal Design Silent R2,120.0,BLACK,CASE-FAN,2,11,2.0,1
1429,Thermaltake Pure,140.0,CLEAR,CASE-FAN,2,14,23.0,1
1430,Nanoxia Deep Silence,140.0,BLACK / GREEN,CASE-FAN,2,72,43.0,1
1431,Phanteks F120MP,120.0,BLACK / WHITE,CASE-FAN,2,10,1.0,1
1432,Silverstone FQ,12.33,WHITE / BLUE,CASE-FAN,2,28,49.0,1
1433,Silverstone FW,120.0,BLUE / WHITE,CASE-FAN,2,28,53.0,1
1434,Deepcool GF,120.0,BLACK,CASE-FAN,2,8,2.0,1
1435,Scythe GlideStream,65.0,BLACK,CASE-FAN,2,29,2.0,1
1436,Thermaltake Luna,120.0,BLACK / BLUE,CASE-FAN,2,14,29.0,1
1437,Scythe Slipstream,10.99,BLACK,CASE-FAN,2,29,2.0,1
1438,Deepcool TF 120,120.0,BLACK / RED,CASE-FAN,2,8,18.0,1
1439,Evercool FAN-EC1225M12CA,120.0,BLACK,CASE-FAN,2,63,2.0,1
1440,Kingwin CFBL-020LB,200.0,WHITE,CASE-FAN,2,34,3.0,1
1441,ARCTIC F9 Rev. 2,92.0,WHITE / BLACK,CASE-FAN,2,5,8.0,1
1442,Xilence Performance C,80.0,BLACK / RED,CASE-FAN,2,60,18.0,1
1443,BitFenix Spectre Xtreme,9.9,BLACK / RED,CASE-FAN,2,35,18.0,1
1444,Cougar CFD 4-Pack,140.0,ORANGE,CASE-FAN,2,21,17.0,1
1445,Apevia U 2-Pack,120.0,ORANGE,CASE-FAN,2,46,17.0,1
1446,Reeven Coldwing,12.99,YELLOW / BLACK,CASE-FAN,2,78,34.0,1
1447,Reeven Coldwing,140.0,YELLOW / BLACK,CASE-FAN,2,78,34.0,1
1448,NZXT Aer RGB,140.0,BLACK,CASE-FAN,2,1,2.0,1
1449,Deepcool Wind Blade,80.0,TRANSLUCENT BLACK,CASE-FAN,2,8,41.0,1
1450,Deepcool XFAN,40.0,BLACK,CASE-FAN,2,8,2.0,1
1451,Nanoxia Deep Silence,140.0,BLACK / GREEN,CASE-FAN,2,72,43.0,1
1452,Anidees AI Halo,120.0,BLACK,CASE-FAN,2,61,2.0,1
1453,LC-Power LC-CF-120-PRO,120.0,TRANSLUCENT BLACK,CASE-FAN,2,79,41.0,1
1454,Cooler Master MasterFan Pro Air Flow,44.98,BLACK,CASE-FAN,2,9,2.0,1
1455,Cooler Master MasterFan Pro Air Pressure,120.0,BLACK,CASE-FAN,2,9,2.0,1
1456,In Win AURORA 3-Pack,120.0,BLACK / RED,CASE-FAN,2,25,18.0,1
1457,BitFenix Spectre Pro,120.0,BLACK / WHITE,CASE-FAN,2,35,1.0,1
1458,BitFenix Spectre Pro,140.0,BLACK / WHITE,CASE-FAN,2,35,1.0,1
1459,BitFenix Spectre Pro,200.0,BLACK / WHITE,CASE-FAN,2,35,1.0,1
1460,BitFenix Spectre Pro,200.0,BLACK / WHITE,CASE-FAN,2,35,1.0,1
1461,Apevia C 3-Pack,120.0,BLACK / BLUE,CASE-FAN,2,46,29.0,1
1462,Apevia C 5-Pack,120.0,BLACK / BLUE,CASE-FAN,2,46,29.0,1
1463,Apevia C 3-Pack,120.0,BLACK / PINK,CASE-FAN,2,46,50.0,1
1464,EVGA 400-HY-FX12-KR,120.0,BLACK,CASE-FAN,2,80,2.0,1
1465,Enermax T.B. RGB 3-Pack,120.0,BLACK,CASE-FAN,2,33,2.0,1
1466,Azza Hurricane Lite 3-Pack,120.0,BLACK / WHITE,CASE-FAN,2,52,1.0,1
1467,ARCTIC F9 PST 5-Pack,92.0,BLACK / WHITE,CASE-FAN,2,5,1.0,1
1468,Enermax D.F. VEGAS 2-Pack,120.0,BLACK / BLUE,CASE-FAN,2,33,29.0,1
1469,Enermax D.F. Vegas Duo 2-Pack,120.0,BLACK,CASE-FAN,2,33,2.0,1
1470,Fractal Design Silent LL,140.0,BLACK,CASE-FAN,2,11,2.0,1
1471,Cougar Vortex,120.0,,CASE-FAN,2,21,,1
1472,Enermax T.B. RGB 2-Pack,140.0,BLACK,CASE-FAN,2,33,2.0,1
1473,Alpenföhn Wing Boost 3 ARGB,120.0,WHITE,CASE-FAN,2,42,3.0,1
1474,Apevia FrostBlade 6-Pack,120.0,BLACK,CASE-FAN,2,46,2.0,1
1475,ARCTIC P8 TC,80.0,BLACK,CASE-FAN,2,5,2.0,1
1476,Fractal Design Prisma SL,120.0,BLACK / WHITE,CASE-FAN,2,11,1.0,1
1477,Cougar VORTEX SPB,120.0,BLACK,CASE-FAN,2,21,2.0,1
1478,MagniumGear Skiron,120.0,BLACK / WHITE,CASE-FAN,2,41,1.0,1
1479,Bitspower NJord Dual Fin 3-Pack,120.0,BLACK / WHITE,CASE-FAN,2,47,1.0,1
1480,RAIJINTEK IRIS 12 RBW ADD-2 2-Pack,120.0,WHITE / BLACK,CASE-FAN,2,69,8.0,1
1481,EK Vardar X3M 120ER,120.0,BLACK,CASE-FAN,2,18,2.0,1
1482,Akasa Vegas TLX,120.0,BLACK / WHITE,CASE-FAN,2,70,1.0,1
1483,Akasa Vegas TLY,42.31,BLACK / WHITE,CASE-FAN,2,70,1.0,1
1484,Scythe Kaze Flex,17.9,BLACK,CASE-FAN,2,29,2.0,1
1485,Scythe Kaze Flex,19.68,BLACK,CASE-FAN,2,29,2.0,1
1486,ID-COOLING XF-12025-RGB-SNOW,120.0,WHITE,CASE-FAN,2,15,3.0,1
1487,ID-COOLING NO-12025-XT,120.0,BLACK / WHITE,CASE-FAN,2,15,1.0,1
1488,ID-COOLING SF-12025-R,120.0,BLACK,CASE-FAN,2,15,2.0,1
1489,Thermalright TL-R12,120.0,BLACK / GRAY,CASE-FAN,2,6,12.0,1
1490,Thermalright TL-R12,120.0,WHITE,CASE-FAN,2,6,3.0,1
1491,Cooler Master MOBIUS 120P ARGB 30TH ANNIVERSARY EDITION,120.0,BLACK / BLUE,CASE-FAN,2,9,29.0,1
1492,Gelid Solutions Stella Infinity,120.0,BLACK,CASE-FAN,2,26,2.0,1
1493,Gelid Solutions Silent 8 PWM,20.99,BLACK,CASE-FAN,2,26,2.0,1
1494,Thermaltake Pure A14,140.0,BLACK,CASE-FAN,2,14,2.0,1
1495,Cooler Master MasterFan SF120P,19.95,BLACK,CASE-FAN,2,9,2.0,1
1496,NZXT Air Flow,12.99,CLEAR,CASE-FAN,2,1,23.0,1
1497,Zalman F2,9.86,CLEAR,CASE-FAN,2,57,23.0,1
1498,Aerocool DS,15.99,BLACK / RED,CASE-FAN,2,53,18.0,1
1499,Aerocool Centaurus I,7.99,SILVER,CASE-FAN,2,53,46.0,1
1500,Silverstone Air Penetrator,21.99,CLEAR,CASE-FAN,2,28,23.0,1
1501,SilenX Ixtrema Pro,15.95,BLACK,CASE-FAN,2,64,2.0,1
1502,Silverstone FN,10.34,CLEAR,CASE-FAN,2,28,23.0,1
1503,NoiseBlocker ELoop B,29.95,WHITE,CASE-FAN,2,51,3.0,1
1504,Xigmatek XLF,5.99,BLACK,CASE-FAN,2,22,2.0,1
1505,Evercool EC9238H12BP,12.69,BLACK,CASE-FAN,2,63,2.0,1
1506,Akasa Apache Black,35.14,BLACK,CASE-FAN,2,70,2.0,1
1507,Cougar CFD,32.15,BLACK / WHITE,CASE-FAN,2,21,1.0,1
1508,Aerocool Streamliner,8.99,BLUE,CASE-FAN,2,53,25.0,1
1509,Silverstone FW,33.99,BLACK,CASE-FAN,2,28,2.0,1
1510,Fractal Design Prisma SL,14.99,BLACK / WHITE,CASE-FAN,2,11,1.0,1
1511,SilenX Effizio,19.98,CLEAR,CASE-FAN,2,64,23.0,1
1512,SilenX Effizio,16.94,RED,CASE-FAN,2,64,47.0,1
1513,Antec 75001,21.42,CLEAR,CASE-FAN,2,16,23.0,1
1514,Apevia CF12SL-UGN,7.99,GREEN,CASE-FAN,2,46,33.0,1
1515,Logisys CF120RD,7.99,CLEAR,CASE-FAN,2,74,23.0,1
1516,Evercool Spider Filter,18.29,RED,CASE-FAN,2,63,47.0,1
1517,StarTech FANBOX,10.57,BLACK,CASE-FAN,2,67,2.0,1
1518,Gelid Solutions Silent,80.0,WHITE,CASE-FAN,2,26,3.0,1
1519,BitFenix Spectre,120.0,BLACK,CASE-FAN,2,35,2.0,1
1520,Evercool Evergreen,15.49,GREEN,CASE-FAN,2,63,33.0,1
1521,Evercool Evergreen,10.0,GREEN,CASE-FAN,2,63,33.0,1
1522,SilenX Ixtrema Pro,40.0,BLACK,CASE-FAN,2,64,2.0,1
1523,SHARKOON Shark Blade,120.0,BLACK / RED,CASE-FAN,2,48,18.0,1
1524,Phanteks F140SP,22.99,BLACK / WHITE,CASE-FAN,2,10,1.0,1
1525,Corsair SP120,57.0,BLACK / WHITE,CASE-FAN,2,2,1.0,1
1526,Rosewill RAWP-141411,11.99,BROWN / BLACK,CASE-FAN,2,20,10.0,1
1527,Phanteks F140SP,28.98,BLACK / WHITE,CASE-FAN,2,10,1.0,1
1528,BitFenix Spectre Xtreme,120.0,BLACK / WHITE,CASE-FAN,2,35,1.0,1
1529,Enermax T.B. RGB,120.0,BLACK,CASE-FAN,2,33,2.0,1
1530,Fractal Design Prisma SL,140.0,BLACK / WHITE,CASE-FAN,2,11,1.0,1
1531,Fractal Design Prisma SL,140.0,BLACK / WHITE,CASE-FAN,2,11,1.0,1
1532,NoiseBlocker NB-ELOOP X ARGB,36.88,WHITE,CASE-FAN,2,51,3.0,1
1533,Enermax T.B. Silence,37.0,BLACK,CASE-FAN,2,33,2.0,1
1534,Iceberg Thermal IceGALE ARGB 2-Pack,140.0,TEAL / WHITE,CASE-FAN,2,49,51.0,1
1535,BitFenix Spectre Pro,200.0,WHITE,CASE-FAN,2,35,3.0,1
1536,BitFenix Spectre Pro,200.0,CLEAR,CASE-FAN,2,35,23.0,1
1537,BitFenix Spectre Pro,200.0,BLACK,CASE-FAN,2,35,2.0,1
1538,BitFenix Spectre,120.0,BLACK,CASE-FAN,2,35,2.0,1
1539,BitFenix Spectre,140.0,BLACK,CASE-FAN,2,35,2.0,1
1540,BitFenix Spectre,140.0,BLACK,CASE-FAN,2,35,2.0,1
1541,BitFenix Spectre,140.0,BLACK,CASE-FAN,2,35,2.0,1
1542,BitFenix Spectre,200.0,BLACK,CASE-FAN,2,35,2.0,1
